OBJECTID,HUC12,NAME,lat,lng
40,120200070106,Batiste Creek,30.206507574365105,-94.666219192661572
42,120200070201,Cotton Creek-Pine Island Bayou,30.088228601269009,-94.349914039401369
43,120200070105,Jackson Creek-Pine Island Bayou,30.167411460370658,-94.472141505725858
44,120200070302,Rock Creek-Black Creek,30.226514074265140,-94.321422479164028
87,120200070104,Six-Ten Slough-Pine Island Bayou,30.155195929448610,-94.526759864276301
88,120200070203,Shinglemill Solugh-Little Pine Island Bayou,30.258288516102198,-94.495986192508724
89,120200070204,"Sour Lakes, The",30.152543173129004,-94.379132292321401
92,120200070303,Town of Lumberton-Boggy Creek,30.262252135028064,-94.246719114395603
138,120200070301,Headwaters Black Creek,30.278597589307367,-94.402815671306143
140,120200070304,Lower Neches Valley Authority Canal-Pine Island Bayou,30.187324580964685,-94.152953371500871
225,120200070101,Beaver Creek-Pine Island Bayou,30.403294882652744,-94.680359672061172
272,120200070108,Daisetta Swamp-Long Island Creek,30.171038066453661,-94.699487799622204
273,120200070109,Willow Creek-Batiste Creek,30.085431475881933,-94.565750191018481
274,120200070103,Mayhaw Slough-Pine Island Bayou,30.276924293621278,-94.609669059779264
323,120200070102,Arizona Creek,30.334220385362528,-94.704158959268511
324,120200070107,Minner Slough-Mayhaw Creek,30.205204340707780,-94.621275707407960
373,120200070110,Merchant Slough-Willow Creek,30.050530622790063,-94.474362003803378
375,120200070202,Doe Pond Creek-Little Pine Island Bayou,30.459122910294127,-94.624586245858495
376,120200070205,B1 Canal-Pine Island Bayou,30.153079563870847,-94.253088568182818
